"REMARKS","RUNWAY","DIRECTION","AIRPORT","dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","RWYLOCATION","UASLOCATION","DATASET"
"Pilot reported a largesilver UAS at 1,300 feet near Wiregrass VOR while on left base for RWY 32. No evasive action reported. LEO notification not reported. ","['rwy32 ']","[]","[]","12/12/2018","22:23","2018-12-12T22:23Z","R51271","DEN","UAS",NA,"DHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DHN","NAVAID"
"W-ROC reports aircraft reported a white UAS at 2,500 feet off the right side while NNW bound at the same altitude on final to RWY 34R. No evasive action taken. Local LEO notified by 911. ","['rwy34r']","[]","['ROC', '34R']","1/4/2018","5:00","2018-01-04T05:00Z","ASA918","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 34R","WOC","RUNWAY"
"Aircrew reported observing a light from a UAS, 200 feet off of his right wing operating in the area of the W ramp to RWY 11R while on final.No evasive action taken. Tucson LEO aircraft on the frequency and in the area SRVY1 and AIRE1 conducted a search, but did not locate the UAS operator. ","['rwy11r']","[]","['11R', 'SRV']","1/5/2018","11:35","2018-01-05T11:35Z","SKW3019","DEN","UAS",NA,"TUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 11R","TUS","RUNWAY"
"GEG ATCT noticed a person parked at the approach end of the runway operating an UAS near the approach lights for RWY 21.No Aircraft were involved. GEG Airport Police notified.","['rwy21 ']","[]","['GEG', 'TCT', 'GEG']","1/26/2018","4:45","2018-01-26T04:45Z",NA,"DEN","UAS",NA,"GEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 21","GEG","RUNWAY"
"UAS over flew Aircraft while taxiing for departure RWY 12L, UAS disappeared towards Flatirons Mall. Broomfield PD notified at.","['rwy12l']","[]","[]","1/26/2018","9:59","2018-01-26T09:59Z","N144RU","DEN","UAS",NA,"BJC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 12L","BJC","RUNWAY"
"Reported a red and green UAS at 2,900 feet off the right side of the aircraft while on a 3 NM final to RWY 12R. No evasive action taken. LEO notification not reported.","['rwy12r']","['3 NM ']","[]","1/28/2018","7:53","2018-01-28T07:53Z","N310CE","DEN","UAS",NA,"LAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 12R","LAS","RUNWAY"
"While in the touch and go pattern for RWY 29R reported a UAS pass within a few hundred feet, just underneath the right wing. No evasive action taken. Air# helicopter notified on frequency. ","['rwy29r']","[]","[]","2/6/2018","7:17","2018-02-06T07:17Z","ZAPER12","DEN","UAS",NA,"TUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 29R","TUS","RUNWAY"
"Reported small grey UAS off right side while on final approach to OAK RWY 30.No evasive action taken. LEO notification not reported. ","['rwy30 ']","[]","['OAK']","2/11/2018","6:35","2018-02-11T06:35Z","NAX7073","DEN","UAS",NA,"OAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 30","OAK","RUNWAY"
"ATCT observed a UAS moving E-to-W and hovering along the first 3,000 feet of RWY 28. No Aircraft involved. Local LEO and CFR notified. ","['rwy28 ']","[]","['TCT']","2/15/2018","4:36","2018-02-15T04:36Z",NA,"DEN","UAS",NA,"STX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 28","STX","RUNWAY"
"I90 advised observing a radar target at 2151initially over the approach end of RWY 22 with a beacon code of 4245, climb from 1,000 feetto 10,100 feet and then hover over the approach end of RWY 31L.AADS replay shows a tag as AV1 at 2154, roll to UFO, then TFC at 2203. Target descends and drops from AADS at 2204. No Aircraft observed the UAS, however HOU ATCT visually observed a 'large white UAS until they lost sight of it to the ESE. HOU PD notified at. No impact to ATC. NW advised. ","['rwy22 ', 'rwy31l']","[]","['ADS', 'ADS', 'HOU', 'TCT', 'HOU']","3/2/2018","6:52","2018-03-02T06:52Z",NA,"DEN","OTHER","UAS","I90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 22","I90","RUNWAY"
"Aircraft reported 2 white quad rotor UASs approximately 5 feet in width pass 100 feet off the left side heading SW bound while the aircraft was N bound at 1,000 feet on a 3 NM final to RWY 36L. No evasive action take. Orange County Sheriff Aviation Unit notified at. ","['rwy36l']","['3 NM ']","[]","3/8/2018","2:25","2018-03-08T02:25Z","UPS5528","DEN","UAS",NA,"MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36L","MCO","RUNWAY"
"Aircraft reported striking a bird or a UAS while on a 5 NM final to RWY 01R at 2,500 feet. ","['rwy01r']","['5 NM ']","[]","3/9/2018","4:45","2018-03-09T04:45Z","RPA4659","DEN","UAS",NA,"MCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 01R","MCI","RUNWAY"
"March 8, 2345 - Aircraft reported striking a bird or a UAS while on a 5 NM final to RWY 01R at 2,500 feet. UPDATE: Republic Airlines Chief Pilot reports thatthe aircraft did not experience a bird or UAS strikeduring landing at MCI.PIC advisedthe sighting was most likely a bird, but co-pilot reported a UAS striketoATC during landing. MR notified. NFA. ","['rwy01r']","['5 NM ']","['MCI']","3/10/2018","1:01","2018-03-10T01:01Z","RPA4659","DEN","UAS",NA,"HQ DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 01R","HQ DEN","RUNWAY"
"PIC reported a black and red UAS 300 feet below at the 3 o'clock position at 700 feet while departing RWY 25. No evasive action taken. LEOS not notified.","['rwy25 ']","[]","['EOS']","3/19/2018","21:19","2018-03-19T21:19Z","N65624","DEN","UAS",NA,"ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25","ORL","RUNWAY"
"Reported that a UAS passed 10 feet off of the right side while SE bound at 1,500 feet on a 4 NM final to RWY 32L. No evasive action taken. LEOwas not notified. ","['rwy32l']","[]","[]","3/20/2018","10:06","2018-03-20T10:06Z","N58CW","DEN","UAS",NA,"BFI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 32L","BFI","RUNWAY"
"Airport personnel reported a UAS with a red light a 300 feet 1.5 NM off the approach end of RWY 16. No Aircraft involved. No impact to operations. Volusia County Sheriff notified via 911.","['rwy16 ']","['5 NM ']","[]","3/22/2018","10:07","2018-03-22T10:07Z",NA,"DEN","UAS",NA,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 16","DAB","RUNWAY"
"Reported a white 2 inch wide UAS while N bound on final to RWY 09L at 300 FT. No evasive action taken. Chicago Airport PD notified at. ","['rwy09l']","[]","[]","3/24/2018","2:25","2018-03-24T02:25Z","UAL2011","DEN","UAS",NA,"ORD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 09L","ORD","RUNWAY"
"Reported observing a UAS moving Nbound towards an observation area in the vicinity of the airport while the aircraft was waiting for departure on TWY C for RWY 10L. Unknown if LEO was notified. ","['rwy10l']","[]","[]","3/26/2018","6:27","2018-03-26T06:27Z","JBU1590","DEN","UAS",NA,"FLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 10L","FLL","RUNWAY"
"Aircraft departed RWY 24,1 NM after departure, PIC reported a small UASabout 2 feet in diameter off his right side at approximately 1,100 feet.Pilot reported taking evasive action by turning a couple of degrees to avoidtheUAS. Unknown if LEOwasnotified. MR notified.","['rwy24']","[]","[]","3/29/2018","3:30","2018-03-29T03:30Z","N6624J","DEN","UAS","MOR","CSG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24","CSG","RUNWAY"
"Aircraft reportedUAS off left side at 800 feetwhile on 2 NM final for RWY 24. No evasive action taken. Jefferson County Sheriff notified.","['rwy24 ']","['2 NM ']","[]","3/30/2018","2:38","2018-03-30T02:38Z","N525BP","DEN","UAS",NA,"BHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24","BHM","RUNWAY"
"Reported observing a black 4 rotor UAS passing 100 feetabove while on an 8 NM final for RWY 25L at 2,500 feet. No evasive action taken. LAX PD notified at.","['rwy25l']","[]","['LAX']","4/1/2018","22:42","2018-04-01T22:42Z","SWA5069","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25L","LAX","RUNWAY"
"PIC reported a large white UASat 400-500 feet near departure end of RWY 25R. No evasive action reported. Police notified at, and Sheriff notified at.","['rwy25r']","[]","[]","4/4/2018","7:47","2018-04-04T07:47Z","N1827N","DEN","UAS",NA,"LGB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25R","LGB","RUNWAY"
"PIC reported a UAS 1,000 feet below Aircraftwhile inbound to RWY 22L at 2,000 feet VCNTY of the Punchbowl. No evasive action taken. LEO notified via 911. ","['rwy22l']","[]","[]","4/4/2018","8:24","2018-04-04T08:24Z","MHO59","DEN","UAS",NA,"HNL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 22L","HNL","RUNWAY"
"Reported a UAS off the right side 800 feet below aircraft while at 1,500 feet on a 5 NM final to RWY 35R. No evasive action taken. Orange Co PD notified at.","['rwy35r']","['5 NM ']","[]","4/5/2018","22:03","2018-04-05T22:03Z","CMP446","DEN","UAS",NA,"MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 35R","MCO","RUNWAY"
"Reported observing a silver and white multi-rotor UAS at 2,000 feet while inbound on left downwind to RWY 34. No evasive action taken. Wheeling PD notified at.","['rwy34 ']","[]","[]","4/7/2018","23:50","2018-04-07T23:50Z","N346XL","DEN","UAS",NA,"PWK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 34","PWK","RUNWAY"
"PIC reported an orange and white UAS on final to RWY 08L. UAS was N bound at 150-200 feet. No evasive action taken. LEO notification not reported.","['rwy08l']","[]","[]","4/9/2018","0:54","2018-04-09T00:54Z","DAL15","DEN","UAS",NA,"A80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 08L","A80","RUNWAY"
"PIC reported a red and black UAS on left side at same altitude while at 1,200 feet on 3 NM final to RWY 24R. No evasive action reported. LAPD Aviation Unit notified at. ","['rwy24r']","['3 NM ']","['24R']","4/9/2018","5:00","2018-04-09T05:00Z","NKS478","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24R","LAX","RUNWAY"
"PIC reported a UAS at 800 feet while S bound on final to RWY 19. No evasive action taken. Hackensack Police notified at. ","['rwy19 ']","[]","[]","4/10/2018","3:20","2018-04-10T03:20Z","EJM42","DEN","UAS",NA,"TEB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 19","TEB","RUNWAY"
"Reported a UAS 300 FT underneath Aircraft while SE bound at 2.600ft 5.5 NW SAT on final RWY 13R. No evasive action taken. San Antonio PD notified at. ","['rwy13r']","[]","['SAT', '13R']","4/12/2018","3:53","2018-04-12T03:53Z","SWA2024","DEN","UAS",NA,"SAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13R","SAT","RUNWAY"
"Reported a UAS off the left side after departing RWY 18L heading Ebound climbing to 13,000 feet. Evasive action not reported. CVG Airport PD notified.","['rwy18l']","[]","['CVG']","4/16/2018","5:10","2018-04-16T05:10Z","EDV3320","DEN","UAS",NA,"CVG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 18L","CVG","RUNWAY"
"IAB reported a UAS pass over RWY 01R and 1L at approximately 150 feet to 200 feet and continue SW bound. Aircraft operations not impacted. Base security notified via 911. ","['rwy01r']","[]","['IAB']","4/19/2018","16:53","2018-04-19T16:53Z",NA,"DEN","UAS",NA,"ICT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 01R","ICT","RUNWAY"
"Reported a Black UAS at 2,000 feet while on right base to RWY 04L. No evasive action taken. LIT PD notified at.","['rwy04l']","[]","['LIT']","4/19/2018","21:34","2018-04-19T21:34Z","DAL1913","DEN","UAS",NA,"LIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04L","LIT","RUNWAY"
"PIC reported an orange UAS off left side at 1,000 feet while on final to RWY 36. No evasive action taken. Collin County Sheriff notified, phone number not provided.","['rwy36 ']","[]","[]","4/23/2018","2:52","2018-04-23T02:52Z","N1369Q","DEN","UAS",NA,"TKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36","TKI","RUNWAY"
"PIC reported a black UAS 200 feet below while on a2 NM final to RWY 25L at 500 feet. No evasive action reported. LA Airport Authority notified at.","['rwy25l']","['2 NM ']","[]","4/24/2018","5:38","2018-04-24T05:38Z","UAL935","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25L","LAX","RUNWAY"
"PIC reported a UAS 300 feet off right side while on final to RWY 27 at 1,000 feet. No evasive action taken. San Diego Harbor Patrol notified at.","['rwy27 ']","[]","[]","4/25/2018","6:41","2018-04-25T06:41Z","BAW44N","DEN","UAS",NA,"SAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27","SAN","RUNWAY"
"PIC reported a black UAS passing 50 feet above Aircraft while on final to RWY 34. No evasive action taken. Arlington Police notified via 911. ","['rwy34 ']","[]","[]","4/27/2018","5:10","2018-04-27T05:10Z","N348N","DEN","UAS",NA,"GKY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 34","GKY","RUNWAY"
"Reported a UAS flew within 50 feet over the top of his aircraft while on a 2 NM final to RWY 13. Evasive action was not reported. LEO was notified. ","['rwy13 ']","[]","[]","4/28/2018","7:20","2018-04-28T07:20Z","N60100","DEN","UAS",NA,"SUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13","SUN","RUNWAY"
"Reported a UAS below and 1 NM lateral from aircraft while WSW bound at 2,000 feet on a 4 NM final to RWY 24R. No evasive action taken. Airport Ops notified. ","['rwy24r']","['1 NM ', '4 NM ']","['24R']","5/1/2018","2:19","2018-05-01T02:19Z","DAL1543","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24R","LAX","RUNWAY"
"Reported a UAS while S bound at 3,000 feet on a 3 NM final to RWY 19. No evasive action taken. LEO notification not reported. ","['rwy19 ']","['3 NM ']","[]","5/1/2018","6:09","2018-05-01T06:09Z","WWW443","DEN","UAS",NA,"L30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 19","L30","RUNWAY"
"PIC reported a UAS at same altitude at 1,800 feet on 4 NM final to RWY 34L. No evasive action taken. LEO notification not reported. ","['rwy34l']","['4 NM ']","[]","5/2/2018","7:31","2018-05-02T07:31Z","N321MX","DEN","UAS",NA,"PAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 34L","PAE","RUNWAY"
"Reported a UAS at 1,400 feet while on final approach to RWY 01R. No evasive action taken. Broward Co PD notified at.","['rwy01r']","[]","[]","5/12/2018","0:05","2018-05-12T00:05Z","NKS197","DEN","UAS",NA,"FLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 01R","FLL","RUNWAY"
"Reported a UAS or Mylar balloon 100 feet from aircraft while at 500 feet on a 1.5 NM final to RWY 19. No evasive action taken. LEO notification not reported.","['rwy19 ']","['5 NM ']","[]","5/14/2018","5:43","2018-05-14T05:43Z","N759FJ","DEN","UAS",NA,"BTV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 19","BTV","RUNWAY"
"Reported a UAS pass below aircraft while climbing after departure from RWY 23L. No evasive action taken. LEO notified.","['rwy23l']","[]","[]","5/15/2018","2:15","2018-05-15T02:15Z","SKW4617","DEN","UAS",NA,"RDU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 23L","RDU","RUNWAY"
"Reported a UAS 100 feet off the right side while on a 6 NM final to RWY 25L. No evasive action taken. Lapd notified at.","['rwy25l']","['6 NM ']","[]","5/15/2018","6:23","2018-05-15T06:23Z","NAX7097","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25L","LAX","RUNWAY"
"PIC reported a large flat UAS off right side while SE bound at 2,000 feet on final to RWY 13R. No evasive action taken. FBI notified, phone number not provided. ","['rwy13r']","[]","['13R']","5/15/2018","6:23","2018-05-15T06:23Z","SWA5595","DEN","UAS",NA,"HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13R","HOU","RUNWAY"
"Reported a large UAS 500 feet below aircraft S of the final approach course from RWY 28L. No evasive action taken. LEO notification not reported.","['rwy28l']","[]","[]","5/18/2018","9:28","2018-05-18T09:28Z","ASA771","DEN","UAS",NA,"PDX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 28L","PDX","RUNWAY"
"Aircraft reported possible UAS strike while on short final RWY 18 at HSD. PICreported minor damage to prop and front cowling, 1POB, no injuries to FTW FSS. LEO notification not reported. FTW FSS filed FAA Form 8020-9 and notified CSA ROC.","['rwy18 ']","[]","['HSD', 'POB', 'FTW', 'FTW', 'ROC']","5/20/2018","3:48","2018-05-20T03:48Z","N80S","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 18","WOC","RUNWAY"
"PIC observed a UAS at 800 feet while on final to RWY 27R. No evasive action taken. Philadelphia Police notified at.","['rwy27r']","[]","['27R']","5/24/2018","2:45","2018-05-24T02:45Z","SKV7534","DEN","UAS",NA,"PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27R","PHL","RUNWAY"
"PIC reported a white UAS 300 feet below off right side while at 2,300 feet on final to RWY 08L. No evasive action taken. Fulton County Police notified at. ","['rwy08l']","[]","[]","5/24/2018","4:26","2018-05-24T04:26Z","ASQ5528","DEN","UAS",NA,"ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 08L","ATL","RUNWAY"
"PIC reported a white UAS while at 300 feet on final to RWY 12R at VRB. No evasive action reported. Indian River Sheriff and Vero Beach Police notified, phone numbers not provided. ","['rwy12r']","[]","['VRB']","5/24/2018","5:31","2018-05-24T05:31Z","SFY203","DEN","UAS",NA,"VRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 12R","VRB","RUNWAY"
"Reported sighting a UAS operating at 500 feet while Ebound forRWY 19L. No evasive action taken. Hillsborough County Sheriff notified. ","['rwy19l']","[]","[]","5/25/2018","20:47","2018-05-25T20:47Z","DAL1502","DEN","UAS",NA,"TPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 19L","TPA","RUNWAY"
"Multiple arriving Aircraft and Local Controller reported a white 2 foot quadcopter UAS operating below 200 feet on short final RWY 12Lat MSP. Closest proximity was approximately1000 vertical from all Aircraft. No evasive actions reported. MSP ASRPT PDnotified via 911. 1859 CLOSEOUT: HQ DEN contact ATCT todetermine outcome.UAS activity has ceased,PD was unable to locate the UAS pilot.  ","['rwy12l']","[]","['MSP', 'MSP', 'DEN', 'TCT']","5/28/2018","23:28","2018-05-28T23:28Z",NA,"DEN","UAS",NA,"MSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 12L","MSP","RUNWAY"
"PIC reported a UAS 300 feet below while SSE bound at 2,000 feet on 5 NM final to RWY 17L. No evasive action taken. DFW DPS notified, phone number not provided.","['rwy17l']","['5 NM ']","['DFW']","5/30/2018","6:14","2018-05-30T06:14Z","AAL2254","DEN","UAS",NA,"DFW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 17L","DFW","RUNWAY"
"Reported a UAS at 3,000 feet on final to RWY 18R. No evasive action taken. Orange Co PD notified.","['rwy18r']","[]","[]","5/31/2018","23:42","2018-05-31T23:42Z","SWA766","DEN","UAS",NA,"MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 18R","MCO","RUNWAY"
"Reported a UAS off the left side at 1,200 feet while on a3 NM final to RWY 18R. No evasive action taken. Orange County Sheriff notified at. ","['rwy18r']","['3 NM ']","[]","6/1/2018","20:51","2018-06-01T20:51Z","NKS1669","DEN","UAS",NA,"MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 18R","MCO","RUNWAY"
"Numerous aircraft reported a UAS on TCAS while on a 2 NM final to RWY 34R. No RA's received. No visual confirmation received. LEO notification not reported. ","['rwy34r']","['2 NM ']","['34R']","6/2/2018","22:19","2018-06-02T22:19Z","SKW5770","DEN","UAS",NA,"DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 34R","DEN","RUNWAY"
"UAS INCIDENT: 2212 The Pilot of AAL1678departing RWY 27R reported a white UAS over RWY 27R moving S bound across the airport. ATL ATCT also observed the UAS flying across the Airport S bound towards the approach area for RWY 27L just as DAL2046 was on short-final to this Runway. ATL ATCT instructed DAL2046 tocancel itsapproach and go-around due to the close proximity of the UAS. ATL ATCT also observed a grey and black SUV parked on the access road on the S side of the Airport and an individual standing outside the vehicle who appeared to be controlling the UAS. The Individual quicklygot in his vehicle and left the areaafter the DAL2046 approach was disrupted. ATL Airport Operations was notified and they dispatched a vehicle to patrol the area with negative results. TSOC notified. MR notified. ","['rwy27r', 'rwy27r', 'rwy27l']","[]","['CID', 'AL16', '27R', '27R', 'ATL', 'TCT', 'DAL', 'ATL', 'TCT', 'DAL', 'ATL', 'TCT', 'DAL', 'ATL', 'TSO']","6/4/2018","3:56","2018-06-04T03:56Z","AAL1678","DEN","UAS","PAGED","ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27R","ATL","RUNWAY"
"PIC reported a white and orange UAS at 12 o'clock and 3,000 feet after departing RWY 04R. Evasive action not reported. NYPD Aviation Unit notified at. ","['rwy04r']","[]","[]","6/4/2018","5:05","2018-06-04T05:05Z","UAL1807","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04R","N90","RUNWAY"
"PIC reported a small white UAS 50 feet below while WNW bound at 100 feet off departure end of RWY 30. No evasive action taken. Alameda County Sheriff notified at.","['rwy30 ']","[]","[]","6/5/2018","1:23","2018-06-05T01:23Z","AAY1020","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 30","NCT","RUNWAY"
"PIC reported a UAS while on downwind to RWY 31. No other details given. No evasive action taken. LEO notification not reported.","['rwy31 ']","[]","[]","6/5/2018","3:04","2018-06-05T03:04Z","N2126Y","DEN","UAS",NA,"MDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 31","MDT","RUNWAY"
"PIC reported a UAS at 1,500 feet while on final to RWY 06. No evasive action taken. LEO notified, agency and phone number not provided. ","['rwy06 ']","[]","[]","6/5/2018","3:46","2018-06-05T03:46Z","N835ZT","DEN","UAS",NA,"TEB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 06","TEB","RUNWAY"
"PIC reported a UAS on short final to RWY 28L. No other details given. SFO Airport Operations notified, phone number not provided.","['rwy28l']","[]","['SFO']","6/5/2018","3:49","2018-06-05T03:49Z","KLM183","DEN","UAS",NA,"SFO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 28L","SFO","RUNWAY"
"Whiletaxing onto RWY 13, takeoff clearance was cancelled due to two UAS off the departure end. NYPDAviation unit notified at.","['rwy13']","[]","[]","6/11/2018","3:13","2018-06-11T03:13Z","EDV3337","DEN","UAS",NA,"LGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13","LGA","RUNWAY"
"PIC reported a UAS with flashing lights at 1,000 feet while on left base for RWY 15 at CHS. No evasive action taken. LEO notification not reported. ","['rwy15 ']","[]","['CHS']","6/17/2018","1:31","2018-06-17T01:31Z","N23798","DEN","UAS",NA,"CHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 15","CHS","RUNWAY"
"PIC reported a red UAS or R/C Aircraft off right side while NNE bound at 800-1,000 feet on final to RWY 02. No evasive action reported. LEO notification not reported. ","['rwy02 ']","[]","[]","6/17/2018","5:39","2018-06-17T05:39Z","N446PA","DEN","UAS",NA,"HIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 02","HIO","RUNWAY"
"PIC reported a UAS while E bound at 2,000 feet on final to RWY 28. No evasive action taken. Montgomery County Sheriff notified at. ","['rwy28 ']","[]","[]","6/19/2018","1:44","2018-06-19T01:44Z","N807GK","DEN","UAS",NA,"MGM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 28","MGM","RUNWAY"
"Reported a UAS while NE bound at 500 feet on a 2 NM final to RWY 04R. No evasive action taken. Nypd Aviation Unit notified at.","['rwy04r']","['2 NM ']","[]","6/20/2018","3:29","2018-06-20T03:29Z","DAL475","DEN","UAS",NA,"JFK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04R","JFK","RUNWAY"
